"region","kjønn","alder","yrke","Lønnstakere 2018"
"0233 Nittedal (-2019)","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",31
"0233 Nittedal (-2019)","Begge kjønn","15-74 år","7 Håndverkere",913
"0233 Nittedal (-2019)","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",446
"0233 Nittedal (-2019)","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",441
"0234 Gjerdrum (-2019)","Begge kjønn","15-74 år","1 Ledere",401
"0234 Gjerdrum (-2019)","Begge kjønn","15-74 år","2 Akademiske yrker",758
"0234 Gjerdrum (-2019)","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",607
"0234 Gjerdrum (-2019)","Begge kjønn","15-74 år","4 Kontoryrker",332
"0234 Gjerdrum (-2019)","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",652
"0234 Gjerdrum (-2019)","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",17
"0234 Gjerdrum (-2019)","Begge kjønn","15-74 år","7 Håndverkere",372
"0234 Gjerdrum (-2019)","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",138
"0234 Gjerdrum (-2019)","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",153
"0235 Ullensaker (-2019)","Begge kjønn","15-74 år","1 Ledere",1633
"0235 Ullensaker (-2019)","Begge kjønn","15-74 år","2 Akademiske yrker",3359
"0235 Ullensaker (-2019)","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",3223
"0235 Ullensaker (-2019)","Begge kjønn","15-74 år","4 Kontoryrker",2213
"0235 Ullensaker (-2019)","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",4575
"0235 Ullensaker (-2019)","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",45
"0235 Ullensaker (-2019)","Begge kjønn","15-74 år","7 Håndverkere",1521
"0235 Ullensaker (-2019)","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",939
"0235 Ullensaker (-2019)","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",1188
"0236 Nes (Akershus) (-2019)","Begge kjønn","15-74 år","1 Ledere",819
"0236 Nes (Akershus) (-2019)","Begge kjønn","15-74 år","2 Akademiske yrker",1827
"0236 Nes (Akershus) (-2019)","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",1540
"0236 Nes (Akershus) (-2019)","Begge kjønn","15-74 år","4 Kontoryrker",1047
"0236 Nes (Akershus) (-2019)","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",2607
"0236 Nes (Akershus) (-2019)","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",89
"0236 Nes (Akershus) (-2019)","Begge kjønn","15-74 år","7 Håndverkere",1145
"0236 Nes (Akershus) (-2019)","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",687
"0236 Nes (Akershus) (-2019)","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",613
"0237 Eidsvoll (-2019)","Begge kjønn","15-74 år","1 Ledere",870
"0237 Eidsvoll (-2019)","Begge kjønn","15-74 år","2 Akademiske yrker",2267
"0237 Eidsvoll (-2019)","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",1742
"0237 Eidsvoll (-2019)","Begge kjønn","15-74 år","4 Kontoryrker",1043
"0237 Eidsvoll (-2019)","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",3119
"0237 Eidsvoll (-2019)","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",66
"0237 Eidsvoll (-2019)","Begge kjønn","15-74 år","7 Håndverkere",1081
"0237 Eidsvoll (-2019)","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",775
"0237 Eidsvoll (-2019)","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",764
"0238 Nannestad (-2019)","Begge kjønn","15-74 år","1 Ledere",481
"0238 Nannestad (-2019)","Begge kjønn","15-74 år","2 Akademiske yrker",1028
"0238 Nannestad (-2019)","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",1019
"0238 Nannestad (-2019)","Begge kjønn","15-74 år","4 Kontoryrker",733
"0238 Nannestad (-2019)","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",1731
"0238 Nannestad (-2019)","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",34
"0238 Nannestad (-2019)","Begge kjønn","15-74 år","7 Håndverkere",685
"0238 Nannestad (-2019)","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",524
"0238 Nannestad (-2019)","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",497
"0239 Hurdal (-2019)","Begge kjønn","15-74 år","1 Ledere",84
"0239 Hurdal (-2019)","Begge kjønn","15-74 år","2 Akademiske yrker",208
"0239 Hurdal (-2019)","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",144
"0239 Hurdal (-2019)","Begge kjønn","15-74 år","4 Kontoryrker",128
"0239 Hurdal (-2019)","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",340
"0239 Hurdal (-2019)","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",12
"0239 Hurdal (-2019)","Begge kjønn","15-74 år","7 Håndverkere",133
"0239 Hurdal (-2019)","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",105
"0239 Hurdal (-2019)","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",91
"0301 Oslo kommune","Begge kjønn","15-74 år","1 Ledere",33665
"0301 Oslo kommune","Begge kjønn","15-74 år","2 Akademiske yrker",121958
"0301 Oslo kommune","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",58497
"0301 Oslo kommune","Begge kjønn","15-74 år","4 Kontoryrker",26077
"0301 Oslo kommune","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",65330
"0301 Oslo kommune","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",309
"0301 Oslo kommune","Begge kjønn","15-74 år","7 Håndverkere",14802
"0301 Oslo kommune","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",8285
"0301 Oslo kommune","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",15226
"0402 Kongsvinger (-2019)","Begge kjønn","15-74 år","1 Ledere",564
"0402 Kongsvinger (-2019)","Begge kjønn","15-74 år","2 Akademiske yrker",1653
"0402 Kongsvinger (-2019)","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",1021
"0402 Kongsvinger (-2019)","Begge kjønn","15-74 år","4 Kontoryrker",530
"0402 Kongsvinger (-2019)","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",1947
"0402 Kongsvinger (-2019)","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",44
"0402 Kongsvinger (-2019)","Begge kjønn","15-74 år","7 Håndverkere",573
"0402 Kongsvinger (-2019)","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",624
"0402 Kongsvinger (-2019)","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",412
"0403 Hamar (1992-2019)","Begge kjønn","15-74 år","1 Ledere",1374
"0403 Hamar (1992-2019)","Begge kjønn","15-74 år","2 Akademiske yrker",4354
"0403 Hamar (1992-2019)","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",2208
"0403 Hamar (1992-2019)","Begge kjønn","15-74 år","4 Kontoryrker",860
"0403 Hamar (1992-2019)","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",3375
"0403 Hamar (1992-2019)","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",59
"0403 Hamar (1992-2019)","Begge kjønn","15-74 år","7 Håndverkere",903
"0403 Hamar (1992-2019)","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",522
"0403 Hamar (1992-2019)","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",662
"0412 Ringsaker (-2019)","Begge kjønn","15-74 år","1 Ledere",1255
"0412 Ringsaker (-2019)","Begge kjønn","15-74 år","2 Akademiske yrker",3063
"0412 Ringsaker (-2019)","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",2024
"0412 Ringsaker (-2019)","Begge kjønn","15-74 år","4 Kontoryrker",985
"0412 Ringsaker (-2019)","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",4054
"0412 Ringsaker (-2019)","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",205
"0412 Ringsaker (-2019)","Begge kjønn","15-74 år","7 Håndverkere",1889
"0412 Ringsaker (-2019)","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",1623
"0412 Ringsaker (-2019)","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",1081
"0415 Løten (-2019)","Begge kjønn","15-74 år","1 Ledere",232
"0415 Løten (-2019)","Begge kjønn","15-74 år","2 Akademiske yrker",632
"0415 Løten (-2019)","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",484
"0415 Løten (-2019)","Begge kjønn","15-74 år","4 Kontoryrker",185
"0415 Løten (-2019)","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",944
"0415 Løten (-2019)","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",74
"0415 Løten (-2019)","Begge kjønn","15-74 år","7 Håndverkere",422
"0415 Løten (-2019)","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",276
"0415 Løten (-2019)","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",232
"0417 Stange (-2019)","Begge kjønn","15-74 år","1 Ledere",663
"0417 Stange (-2019)","Begge kjønn","15-74 år","2 Akademiske yrker",2350
"0417 Stange (-2019)","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",1400
"0417 Stange (-2019)","Begge kjønn","15-74 år","4 Kontoryrker",520
"0417 Stange (-2019)","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",2320
"0417 Stange (-2019)","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",97
"0417 Stange (-2019)","Begge kjønn","15-74 år","7 Håndverkere",941
"0417 Stange (-2019)","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",605
"0417 Stange (-2019)","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",573
"0418 Nord-Odal (-2019)","Begge kjønn","15-74 år","1 Ledere",148
"0418 Nord-Odal (-2019)","Begge kjønn","15-74 år","2 Akademiske yrker",355
"0418 Nord-Odal (-2019)","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",229
"0418 Nord-Odal (-2019)","Begge kjønn","15-74 år","4 Kontoryrker",146
"0418 Nord-Odal (-2019)","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",588
"0418 Nord-Odal (-2019)","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",15
"0418 Nord-Odal (-2019)","Begge kjønn","15-74 år","7 Håndverkere",263
"0418 Nord-Odal (-2019)","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",240
"0418 Nord-Odal (-2019)","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",128
"0419 Sør-Odal (-2019)","Begge kjønn","15-74 år","1 Ledere",289
"0419 Sør-Odal (-2019)","Begge kjønn","15-74 år","2 Akademiske yrker",579
"0419 Sør-Odal (-2019)","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",478
"0419 Sør-Odal (-2019)","Begge kjønn","15-74 år","4 Kontoryrker",299
"0419 Sør-Odal (-2019)","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",908
"0419 Sør-Odal (-2019)","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",23
"0419 Sør-Odal (-2019)","Begge kjønn","15-74 år","7 Håndverkere",386
"0419 Sør-Odal (-2019)","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",393
"0419 Sør-Odal (-2019)","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",214
"0420 Eidskog (-2019)","Begge kjønn","15-74 år","1 Ledere",171
"0420 Eidskog (-2019)","Begge kjønn","15-74 år","2 Akademiske yrker",374
"0420 Eidskog (-2019)","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",289
"0420 Eidskog (-2019)","Begge kjønn","15-74 år","4 Kontoryrker",162
"0420 Eidskog (-2019)","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",685
"0420 Eidskog (-2019)","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",22
"0420 Eidskog (-2019)","Begge kjønn","15-74 år","7 Håndverkere",265
"0420 Eidskog (-2019)","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",313
"0420 Eidskog (-2019)","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",166
"0423 Grue (-2019)","Begge kjønn","15-74 år","1 Ledere",141
"0423 Grue (-2019)","Begge kjønn","15-74 år","2 Akademiske yrker",288
"0423 Grue (-2019)","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",215
"0423 Grue (-2019)","Begge kjønn","15-74 år","4 Kontoryrker",92
"0423 Grue (-2019)","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",516
"0423 Grue (-2019)","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",29
"0423 Grue (-2019)","Begge kjønn","15-74 år","7 Håndverkere",163
"0423 Grue (-2019)","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",274
"0423 Grue (-2019)","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",98
"0425 Åsnes (-2019)","Begge kjønn","15-74 år","1 Ledere",237
"0425 Åsnes (-2019)","Begge kjønn","15-74 år","2 Akademiske yrker",502
"0425 Åsnes (-2019)","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",302
"0425 Åsnes (-2019)","Begge kjønn","15-74 år","4 Kontoryrker",148
"0425 Åsnes (-2019)","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",822
"0425 Åsnes (-2019)","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",48
"0425 Åsnes (-2019)","Begge kjønn","15-74 år","7 Håndverkere",246
"0425 Åsnes (-2019)","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",373
"0425 Åsnes (-2019)","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",248
"0426 Våler (Hedmark) (-2019)","Begge kjønn","15-74 år","1 Ledere",110
"0426 Våler (Hedmark) (-2019)","Begge kjønn","15-74 år","2 Akademiske yrker",229
"0426 Våler (Hedmark) (-2019)","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",172
"0426 Våler (Hedmark) (-2019)","Begge kjønn","15-74 år","4 Kontoryrker",102
"0426 Våler (Hedmark) (-2019)","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",376
"0426 Våler (Hedmark) (-2019)","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",27
"0426 Våler (Hedmark) (-2019)","Begge kjønn","15-74 år","7 Håndverkere",177
"0426 Våler (Hedmark) (-2019)","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",203
"0426 Våler (Hedmark) (-2019)","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",159
"0427 Elverum (-2019)","Begge kjønn","15-74 år","1 Ledere",705
"0427 Elverum (-2019)","Begge kjønn","15-74 år","2 Akademiske yrker",2295
"0427 Elverum (-2019)","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",1628
"0427 Elverum (-2019)","Begge kjønn","15-74 år","4 Kontoryrker",423
"0427 Elverum (-2019)","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",2310
"0427 Elverum (-2019)","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",49
"0427 Elverum (-2019)","Begge kjønn","15-74 år","7 Håndverkere",849
"0427 Elverum (-2019)","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",730
"0427 Elverum (-2019)","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",571
"0428 Trysil (-2019)","Begge kjønn","15-74 år","1 Ledere",251
"0428 Trysil (-2019)","Begge kjønn","15-74 år","2 Akademiske yrker",464
"0428 Trysil (-2019)","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",283
"0428 Trysil (-2019)","Begge kjønn","15-74 år","4 Kontoryrker",151
"0428 Trysil (-2019)","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",877
"0428 Trysil (-2019)","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",26
"0428 Trysil (-2019)","Begge kjønn","15-74 år","7 Håndverkere",298
"0428 Trysil (-2019)","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",278
"0428 Trysil (-2019)","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",179
"0429 Åmot (-2019)","Begge kjønn","15-74 år","1 Ledere",124
"0429 Åmot (-2019)","Begge kjønn","15-74 år","2 Akademiske yrker",300
"0429 Åmot (-2019)","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",483
"0429 Åmot (-2019)","Begge kjønn","15-74 år","4 Kontoryrker",87
"0429 Åmot (-2019)","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",500
"0429 Åmot (-2019)","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",18
"0429 Åmot (-2019)","Begge kjønn","15-74 år","7 Håndverkere",139
"0429 Åmot (-2019)","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",158
"0429 Åmot (-2019)","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",128
"0430 Stor-Elvdal (-2019)","Begge kjønn","15-74 år","1 Ledere",81
"0430 Stor-Elvdal (-2019)","Begge kjønn","15-74 år","2 Akademiske yrker",164
"0430 Stor-Elvdal (-2019)","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",107
"0430 Stor-Elvdal (-2019)","Begge kjønn","15-74 år","4 Kontoryrker",41
"0430 Stor-Elvdal (-2019)","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",269
"0430 Stor-Elvdal (-2019)","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",23
"0430 Stor-Elvdal (-2019)","Begge kjønn","15-74 år","7 Håndverkere",67
"0430 Stor-Elvdal (-2019)","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",125
"0430 Stor-Elvdal (-2019)","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",87
"0432 Rendalen (-2019)","Begge kjønn","15-74 år","1 Ledere",60
"0432 Rendalen (-2019)","Begge kjønn","15-74 år","2 Akademiske yrker",110
"0432 Rendalen (-2019)","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",67
"0432 Rendalen (-2019)","Begge kjønn","15-74 år","4 Kontoryrker",33
"0432 Rendalen (-2019)","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",210
"0432 Rendalen (-2019)","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",9
"0432 Rendalen (-2019)","Begge kjønn","15-74 år","7 Håndverkere",65
"0432 Rendalen (-2019)","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",72
"0432 Rendalen (-2019)","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",39
"0434 Engerdal (-2019)","Begge kjønn","15-74 år","1 Ledere",42
"0434 Engerdal (-2019)","Begge kjønn","15-74 år","2 Akademiske yrker",100
"0434 Engerdal (-2019)","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",52
"0434 Engerdal (-2019)","Begge kjønn","15-74 år","4 Kontoryrker",40
"0434 Engerdal (-2019)","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",130
"0434 Engerdal (-2019)","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",16
"0434 Engerdal (-2019)","Begge kjønn","15-74 år","7 Håndverkere",77
"0434 Engerdal (-2019)","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",42
"0434 Engerdal (-2019)","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",31
"0436 Tolga (-2019)","Begge kjønn","15-74 år","1 Ledere",56
"0436 Tolga (-2019)","Begge kjønn","15-74 år","2 Akademiske yrker",141
"0436 Tolga (-2019)","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",82
"0436 Tolga (-2019)","Begge kjønn","15-74 år","4 Kontoryrker",34
"0436 Tolga (-2019)","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",163
"0436 Tolga (-2019)","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",17
"0436 Tolga (-2019)","Begge kjønn","15-74 år","7 Håndverkere",60
"0436 Tolga (-2019)","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",72
"0436 Tolga (-2019)","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",36
"0437 Tynset (-2019)","Begge kjønn","15-74 år","1 Ledere",218
"0437 Tynset (-2019)","Begge kjønn","15-74 år","2 Akademiske yrker",559
"0437 Tynset (-2019)","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",305
"0437 Tynset (-2019)","Begge kjønn","15-74 år","4 Kontoryrker",145
"0437 Tynset (-2019)","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",701
"0437 Tynset (-2019)","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",44
"0437 Tynset (-2019)","Begge kjønn","15-74 år","7 Håndverkere",302
